split,problem_id,problem_index,strategy,strategy_raw,combined_score,mse_train_score,raw_mse_train,negative_mse,iteration,generation,can_run,optimization_success,program_id,parent_id,result_file
chem_react,CRK7,7,map_elites,openevolve,7.787694788732044,,,-1.530441463464772e-08,163,6,,False,6b96d5e1-d743-4490-8acc-5d9cbde22fbb,68872f5f-6dd7-4535-becb-60bc7092d438,problems/chem_react/CRK7/openevolve_output/best/best_program_info.json
chem_react,CRK8,8,beam_search,beam_search,8.589168787839373,,,-1.5753200685511024e-09,21,3,,False,0d635a98-eef9-46ea-a645-043000d69515,a11858b2-0b68-408b-8183-af113e37e816,problems/chem_react/CRK8/openevolve_output/beam_search/best/best_program_info.json
chem_react,CRK8,8,mcts,mcts,8.73886179692295,,,-8.244762026946695e-10,7,1,,False,ebef7746-be9a-4d7e-85a4-e03772bbce9f,84a1efce-7c19-4d7c-83c0-a674d3398007,problems/chem_react/CRK8/openevolve_output/mcts/best/best_program_info.json
chem_react,CRK8,8,best_of_n,best_of_n,8.37871150859993,,,-3.181080135369844e-09,1,1,,False,ae9cc281-00ff-4219-a0f4-39bbb1d916d8,be078f3f-d58c-4310-9b38-a7d37794f7bd,problems/chem_react/CRK8/openevolve_output/best_of_n/best/best_program_info.json
chem_react,CRK8,8,map_elites,openevolve,8.965310538131124,,,-8.315213944009717e-11,117,7,,False,03e657ed-1ef2-4fe1-8366-d1d58a47b345,4a77ca37-b196-49e0-a74c-f33a7dc520b0,problems/chem_react/CRK8/openevolve_output/best/best_program_info.json
chem_react,CRK9,9,beam_search,beam_search,8.615882780669134,,,-1.4216825887885164e-09,7,1,,False,700a6391-6ce5-4d13-b247-cf88b9ed47d0,4d9772d5-8cfe-4ab7-bc51-bf6d6b0b1265,problems/chem_react/CRK9/openevolve_output/beam_search/best/best_program_info.json
chem_react,CRK9,9,mcts,mcts,8.724184278424831,,,-8.871904126728961e-10,53,2,,False,8af3bcd3-992a-4c0c-b093-174d5c4bccb1,d2636b35-dae4-4a63-828f-d111dc537341,problems/chem_react/CRK9/openevolve_output/mcts/best/best_program_info.json
chem_react,CRK9,9,best_of_n,best_of_n,8.692265295180384,,,-1.0311158948399793e-09,5,1,,False,b151c420-73e9-43ba-9b2d-73a275b68d24,abc9c91e-4032-4b02-b8b4-389aaf562adc,problems/chem_react/CRK9/openevolve_output/best_of_n/best/best_program_info.json
chem_react,CRK9,9,map_elites,openevolve,8.92801607992086,,,-1.8027693463353678e-10,189,5,,False,ceb230d7-7421-4029-8028-a5a6b7b3d39e,5f27b3ce-57d9-4c76-b282-e4234263c688,problems/chem_react/CRK9/openevolve_output/best/best_program_info.json
chem_react,CRK10,10,beam_search,beam_search,8.964469277768044,,,-8.525231826690975e-11,73,10,,False,b7a3354f-ab3b-4b61-99b0-88c9dbfe90ec,e6073d53-aef3-418c-ad7b-09872a4870cf,problems/chem_react/CRK10/openevolve_output/beam_search/best/best_program_info.json
chem_react,CRK10,10,mcts,mcts,8.361992794239008,,,-3.345174335719413e-09,17,2,,False,491f2a28-0f3b-42ee-a49a-573d9476d1a0,d3c98406-cc5f-4280-886e-e377f250f49f,problems/chem_react/CRK10/openevolve_output/mcts/best/best_program_info.json
chem_react,CRK10,10,best_of_n,best_of_n,7.413319087384653,,,-3.760832075055845e-08,1,1,,False,26857722-0c43-4ddf-9871-aafbb0ec032c,d277330d-4e0c-45a7-8ea5-3d1995e85214,problems/chem_react/CRK10/openevolve_output/best_of_n/best/best_program_info.json
chem_react,CRK10,10,map_elites,openevolve,8.99864338594053,,,-3.1286032054282516e-12,127,5,,False,8f082d0d-35dd-4473-adc2-65343cf2e57b,7c178e32-425b-44d7-a1c3-be5abef649fe,problems/chem_react/CRK10/openevolve_output/best/best_program_info.json
chem_react,CRK11,11,beam_search,beam_search,8.898382716600478,,,-2.636223052646919e-10,39,5,,False,ddb883f9-832a-41c5-812b-8eb4a7cc0fc2,5781e7e6-73ca-4056-9f36-c43407fa4af5,problems/chem_react/CRK11/openevolve_output/beam_search/best/best_program_info.json
chem_react,CRK11,11,mcts,mcts,8.648475782943807,,,-1.2465920465887636e-09,22,2,,False,01f8515f-bf57-4818-99b0-fd99ede8c045,33bc4321-d2c1-490e-ac4d-6d7d12900a4f,problems/chem_react/CRK11/openevolve_output/mcts/best/best_program_info.json
chem_react,CRK11,11,best_of_n,best_of_n,6.558198115104591,,,-2.7556797184393484e-07,5,1,,False,644fbe29-1e5e-4eb3-af0e-ddfccafaea8d,11e7e4c5-80d3-45c2-a2d1-330515f5fe46,problems/chem_react/CRK11/openevolve_output/best_of_n/best/best_program_info.json
chem_react,CRK11,11,map_elites,openevolve,8.676680963590705,,,-1.1053244610393614e-09,155,8,,False,7b9652fe-0ca1-487b-bc32-502c6723f7c7,29a3890d-af5e-40f8-81ac-f712306c2746,problems/chem_react/CRK11/openevolve_output/best/best_program_info.json
chem_react,CRK12,12,beam_search,beam_search,7.028034735885203,,,-9.274870215294706e-08,10,2,,False,bf0b938f-b10e-40bf-b32c-3f780455712f,94ea6b16-bae4-4590-97dd-0a70bb37cfed,problems/chem_react/CRK12/openevolve_output/beam_search/best/best_program_info.json
chem_react,CRK12,12,mcts,mcts,7.236279471731535,,,-5.703908115180527e-08,62,3,,False,928715b5-f3d2-4ef5-8722-dfed58752a5c,25309a68-477a-49fe-b13e-c25b8e8df275,problems/chem_react/CRK12/openevolve_output/mcts/best/best_program_info.json
chem_react,CRK12,12,best_of_n,best_of_n,5.588178888315861,,,-2.580196762311463e-06,1,1,,False,00f7f5c9-34b2-4627-b1ed-34e367f1b982,e669e1b0-0a7d-4ffb-8d2b-60a9f87f887f,problems/chem_react/CRK12/openevolve_output/best_of_n/best/best_program_info.json
chem_react,CRK12,12,map_elites,openevolve,7.405707790686138,,,-3.829092102624066e-08,100,6,,False,688ac75e-8e30-4fb1-ac6a-0faafb8b4f4c,eb71da59-540d-4c67-ae3f-dcccd0074946,problems/chem_react/CRK12/openevolve_output/best/best_program_info.json
chem_react,CRK13,13,beam_search,beam_search,8.96296708509053,,,-8.901262579744985e-11,3,1,,False,6ca5e41d-427b-424d-b55b-d121cc8f4543,67bfacd7-747b-4c1d-ab41-892bf3ce24f1,problems/chem_react/CRK13/openevolve_output/beam_search/best/best_program_info.json
chem_react,CRK13,13,mcts,mcts,8.945379815621521,,,-1.3401861705452833e-10,26,2,,False,00179e6a-9c92-4eaa-aa3b-0b373bd9a163,4c4a3187-a69d-4380-afc3-e4f5b2cfea04,problems/chem_react/CRK13/openevolve_output/mcts/best/best_program_info.json
chem_react,CRK13,13,best_of_n,best_of_n,7.272527710269952,,,-5.239152058917384e-08,9,1,,False,ac425435-ca9c-461e-af8c-d52b6f643934,73c5e2f0-0899-44f2-9b61-904a5806f654,problems/chem_react/CRK13/openevolve_output/best_of_n/best/best_program_info.json
chem_react,CRK13,13,map_elites,openevolve,8.990936461862269,,,-2.108886009090917e-11,28,3,,False,47be10e3-fb26-40c6-be77-7a1e8ba4cf41,28b98bfa-0dae-48be-98a0-3eea3aa3af8f,problems/chem_react/CRK13/openevolve_output/best/best_program_info.json
chem_react,CRK14,14,beam_search,beam_search,7.29962053880284,,,-4.9162533317582035e-08,7,1,,False,a811397b-d7ec-4c83-a673-e82e0a651f92,aa7075a9-e674-448a-8259-6b524b8a38ff,problems/chem_react/CRK14/openevolve_output/beam_search/best/best_program_info.json
chem_react,CRK14,14,mcts,mcts,7.338019470221364,,,-4.491774266058166e-08,13,2,,False,ee810673-3588-4e32-8fa2-bf97e6de3f7e,5cc339ca-3046-4cd9-8456-4ffb244aa5e9,problems/chem_react/CRK14/openevolve_output/mcts/best/best_program_info.json
chem_react,CRK14,14,best_of_n,best_of_n,5.9392885460102525,,,-1.149036049103976e-06,1,1,,False,a0088164-468d-41b8-a7d5-d02d018f2af5,dcbeef4b-8edd-4db6-bbd0-a6383ca7a601,problems/chem_react/CRK14/openevolve_output/best_of_n/best/best_program_info.json
chem_react,CRK14,14,map_elites,openevolve,8.15878446038339,,,-5.93770037484607e-09,131,9,,False,23ddabc0-4cc7-4e89-8251-fa56f47465a6,aced789d-1321-43a8-a0cd-28fca4a81ff6,problems/chem_react/CRK14/openevolve_output/best/best_program_info.json
chem_react,CRK15,15,beam_search,beam_search,6.604345845471434,,,-2.4768761340142245e-07,52,7,,False,70ea204d-c111-4e1b-8a30-65c8b1992c7a,284e0468-9178-4939-a0fc-79996f6a4a07,problems/chem_react/CRK15/openevolve_output/beam_search/best/best_program_info.json
